"site_id","date","precip_mm"
"10597 _ 1 _ 2024",2023-05-20,0
"10956 _ 1 _ 2023",2023-05-20,0
"10956 _ 1 _ 2024",2023-05-20,0
"10963 _ 1 _ 2023",2023-05-20,0
"10965 _ 1 _ 2023",2023-05-20,0
"10968 _ 1 _ 2023",2023-05-20,0
"10968 _ 1 _ 2024",2023-05-20,0
"11079 _ 1 _ 2023",2023-05-20,0
"11081 _ 1 _ 2024",2023-05-20,0
"11084 _ 1 _ 2024",2023-05-20,0
"12033 _ 1 _ 2023",2023-05-20,0
"12033 _ 1 _ 2024",2023-05-20,0
"12098 _ 1 _ 2023",2023-05-20,0
"12098 _ 1 _ 2024",2023-05-20,0
"12213 _ 1 _ 2023",2023-05-20,0
"12213 _ 1 _ 2024",2023-05-20,0
"12239 _ 1 _ 2023",2023-05-20,0
"12239 _ 1 _ 2024",2023-05-20,0
"12349 _ 1 _ 2023",2023-05-20,0
"12349 _ 1 _ 2024",2023-05-20,0
"12351 _ 1 _ 2023",2023-05-20,0
"12362 _ 1 _ 2023",2023-05-20,0
"12362 _ 1 _ 2024",2023-05-20,0
"12364 _ 1 _ 2023",2023-05-20,0
"12364 _ 1 _ 2024",2023-05-20,0
"12392 _ 1 _ 2023",2023-05-20,0
"12421 _ 1 _ 2023",2023-05-20,0
"12421 _ 1 _ 2024",2023-05-20,0
"12441 _ 1 _ 2023",2023-05-20,0
"12441 _ 1 _ 2024",2023-05-20,0
"12560 _ 1 _ 2023",2023-05-20,0
"12560 _ 1 _ 2024",2023-05-20,0
"12776 _ 1 _ 2024",2023-05-20,0
"12804 _ 1 _ 2023",2023-05-20,0
"12804 _ 1 _ 2024",2023-05-20,0
"12805 _ 1 _ 2023",2023-05-20,0
"12805 _ 1 _ 2024",2023-05-20,0
"12806 _ 1 _ 2024",2023-05-20,0
"13924 _ 1 _ 2023",2023-05-20,0
"13924 _ 1 _ 2024",2023-05-20,0
"15562 _ 1 _ 2023",2023-05-20,0
"15562 _ 1 _ 2024",2023-05-20,0
"16804 _ 1 _ 2023",2023-05-20,0
"20039 _ 1 _ 2023",2023-05-20,0
"20039 _ 1 _ 2024",2023-05-20,0
"20053 _ 1 _ 2023",2023-05-20,0
"20053 _ 1 _ 2024",2023-05-20,0
"20550 _ 1 _ 2023",2023-05-20,0
"20550 _ 1 _ 2024",2023-05-20,0
"20616 _ 1 _ 2023",2023-05-20,0
"20616 _ 1 _ 2024",2023-05-20,0
"20626 _ 1 _ 2024",2023-05-20,0
"21026 _ 1 _ 2023",2023-05-20,0
"21159 _ 1 _ 2023",2023-05-20,0
"25954 _ 1 _ 2023",2023-05-20,0
"29121 _ 1 _ 2023",2023-05-20,0
"29121 _ 1 _ 2024",2023-05-20,0
"29122 _ 1 _ 2023",2023-05-20,0
"29122 _ 1 _ 2024",2023-05-20,0
"29123 _ 1 _ 2023",2023-05-20,0
"29123 _ 1 _ 2024",2023-05-20,0
"29429 _ 1 _ 2023",2023-05-20,0
"29429 _ 1 _ 2024",2023-05-20,0
"29431 _ 1 _ 2023",2023-05-20,0
"29431 _ 1 _ 2024",2023-05-20,0
"29889 _ 1 _ 2023",2023-05-20,0
"29889 _ 1 _ 2024",2023-05-20,0
"33628 _ 1 _ 2023",2023-05-20,0
"33628 _ 1 _ 2024",2023-05-20,0
"33651 _ 1 _ 2023",2023-05-20,0
"33651 _ 1 _ 2024",2023-05-20,0
"33689 _ 1 _ 2023",2023-05-20,0
"33689 _ 1 _ 2024",2023-05-20,0
"33754 _ 1 _ 2023",2023-05-20,0
"33810 _ 1 _ 2023",2023-05-20,0
"33810 _ 1 _ 2024",2023-05-20,0
"34007 _ 1 _ 2023",2023-05-20,0
"34007 _ 1 _ 2024",2023-05-20,0
"34017 _ 1 _ 2023",2023-05-20,0
"34017 _ 1 _ 2024",2023-05-20,0
"408143 _ 1 _ 2023",2023-05-20,0
"408143 _ 1 _ 2024",2023-05-20,0
"408161 _ 1 _ 2023",2023-05-20,0
"408162 _ 1 _ 2023",2023-05-20,0
"408162 _ 1 _ 2024",2023-05-20,0
"408178 _ 1 _ 2023",2023-05-20,0
"408178 _ 1 _ 2024",2023-05-20,0
"408178 _ 2 _ 2023",2023-05-20,0
"408178 _ 2 _ 2024",2023-05-20,0
"408180 _ 1 _ 2023",2023-05-20,0
"408180 _ 1 _ 2024",2023-05-20,0
"9757 _ 1 _ 2023",2023-05-20,0
"9757 _ 1 _ 2024",2023-05-20,0
"10024 _ 1 _ 2023",2023-05-21,0
"10024 _ 1 _ 2024",2023-05-21,0
"10078 _ 1 _ 2023",2023-05-21,0
"10078 _ 1 _ 2024",2023-05-21,0
"10153 _ 1 _ 2023",2023-05-21,0
"10153 _ 1 _ 2024",2023-05-21,0
"10185 _ 1 _ 2023",2023-05-21,0
"10185 _ 1 _ 2024",2023-05-21,0
"10258 _ 1 _ 2023",2023-05-21,0
"10302 _ 1 _ 2023",2023-05-21,0
"10302 _ 1 _ 2024",2023-05-21,0
"10399 _ 1 _ 2023",2023-05-21,0
"10399 _ 1 _ 2024",2023-05-21,0
"10403 _ 1 _ 2023",2023-05-21,0
"10403 _ 1 _ 2024",2023-05-21,0
"10422 _ 1 _ 2023",2023-05-21,0
"10422 _ 1 _ 2024",2023-05-21,0
"10422 _ 2 _ 2024",2023-05-21,0
"10439 _ 1 _ 2023",2023-05-21,0
"10439 _ 1 _ 2024",2023-05-21,0
"10444 _ 1 _ 2023",2023-05-21,0
"10444 _ 1 _ 2024",2023-05-21,0
"10463 _ 1 _ 2024",2023-05-21,0
"10467 _ 1 _ 2023",2023-05-21,0
"10467 _ 1 _ 2024",2023-05-21,0
"10471 _ 1 _ 2024",2023-05-21,0
"10471 _ 2 _ 2024",2023-05-21,0
"10488 _ 1 _ 2023",2023-05-21,0
"10498 _ 1 _ 2023",2023-05-21,0
"10506 _ 1 _ 2023",2023-05-21,0
"10506 _ 1 _ 2024",2023-05-21,0
"10550 _ 1 _ 2023",2023-05-21,0
"10553 _ 1 _ 2023",2023-05-21,0
"10597 _ 1 _ 2023",2023-05-21,0
"10597 _ 1 _ 2024",2023-05-21,0
"10956 _ 1 _ 2023",2023-05-21,0
"10956 _ 1 _ 2024",2023-05-21,0
"10963 _ 1 _ 2023",2023-05-21,0
"10965 _ 1 _ 2023",2023-05-21,0
"10968 _ 1 _ 2023",2023-05-21,0
"10968 _ 1 _ 2024",2023-05-21,0
"11079 _ 1 _ 2023",2023-05-21,0
"11081 _ 1 _ 2024",2023-05-21,0
"11084 _ 1 _ 2024",2023-05-21,0
"12033 _ 1 _ 2023",2023-05-21,0
"12033 _ 1 _ 2024",2023-05-21,0
"12098 _ 1 _ 2023",2023-05-21,0
"12098 _ 1 _ 2024",2023-05-21,0
"12213 _ 1 _ 2023",2023-05-21,0
"12213 _ 1 _ 2024",2023-05-21,0
"12239 _ 1 _ 2023",2023-05-21,0
"12239 _ 1 _ 2024",2023-05-21,0
"12349 _ 1 _ 2023",2023-05-21,0
"12349 _ 1 _ 2024",2023-05-21,0
"12351 _ 1 _ 2023",2023-05-21,0
"12362 _ 1 _ 2023",2023-05-21,0
"12362 _ 1 _ 2024",2023-05-21,0
"12364 _ 1 _ 2023",2023-05-21,0
"12364 _ 1 _ 2024",2023-05-21,0
"12392 _ 1 _ 2023",2023-05-21,0
"12421 _ 1 _ 2023",2023-05-21,0
"12421 _ 1 _ 2024",2023-05-21,0
"12441 _ 1 _ 2023",2023-05-21,0
"12441 _ 1 _ 2024",2023-05-21,0
"12560 _ 1 _ 2023",2023-05-21,0
"12560 _ 1 _ 2024",2023-05-21,0
"12776 _ 1 _ 2024",2023-05-21,0
"12804 _ 1 _ 2023",2023-05-21,0
"12804 _ 1 _ 2024",2023-05-21,0
"12805 _ 1 _ 2023",2023-05-21,0
"12805 _ 1 _ 2024",2023-05-21,0
"12806 _ 1 _ 2024",2023-05-21,0
"13924 _ 1 _ 2023",2023-05-21,0
"13924 _ 1 _ 2024",2023-05-21,0
"15562 _ 1 _ 2023",2023-05-21,0
"15562 _ 1 _ 2024",2023-05-21,0
"16804 _ 1 _ 2023",2023-05-21,0
"20039 _ 1 _ 2023",2023-05-21,0
"20039 _ 1 _ 2024",2023-05-21,0
"20053 _ 1 _ 2023",2023-05-21,0
"20053 _ 1 _ 2024",2023-05-21,0
"20550 _ 1 _ 2023",2023-05-21,0
"20550 _ 1 _ 2024",2023-05-21,0
"20616 _ 1 _ 2023",2023-05-21,0
"20616 _ 1 _ 2024",2023-05-21,0
"20626 _ 1 _ 2024",2023-05-21,0
"21026 _ 1 _ 2023",2023-05-21,0
"21159 _ 1 _ 2023",2023-05-21,0
"25954 _ 1 _ 2023",2023-05-21,0
"29121 _ 1 _ 2023",2023-05-21,0
"29121 _ 1 _ 2024",2023-05-21,0
"29122 _ 1 _ 2023",2023-05-21,0
"29122 _ 1 _ 2024",2023-05-21,0
"29123 _ 1 _ 2023",2023-05-21,0
"29123 _ 1 _ 2024",2023-05-21,0
"29429 _ 1 _ 2023",2023-05-21,0
"29429 _ 1 _ 2024",2023-05-21,0
"29431 _ 1 _ 2023",2023-05-21,0
"29431 _ 1 _ 2024",2023-05-21,0
"29889 _ 1 _ 2023",2023-05-21,0
"29889 _ 1 _ 2024",2023-05-21,0
"33628 _ 1 _ 2023",2023-05-21,0
"33628 _ 1 _ 2024",2023-05-21,0
"33651 _ 1 _ 2023",2023-05-21,0
"33651 _ 1 _ 2024",2023-05-21,0
"33689 _ 1 _ 2023",2023-05-21,0
"33689 _ 1 _ 2024",2023-05-21,0
"33754 _ 1 _ 2023",2023-05-21,0
"33810 _ 1 _ 2023",2023-05-21,0
"33810 _ 1 _ 2024",2023-05-21,0
"34007 _ 1 _ 2023",2023-05-21,0
"34007 _ 1 _ 2024",2023-05-21,0
"34017 _ 1 _ 2023",2023-05-21,0
"34017 _ 1 _ 2024",2023-05-21,0
"408143 _ 1 _ 2023",2023-05-21,0
"408143 _ 1 _ 2024",2023-05-21,0
"408161 _ 1 _ 2023",2023-05-21,0
"408162 _ 1 _ 2023",2023-05-21,0
"408162 _ 1 _ 2024",2023-05-21,0
"408178 _ 1 _ 2023",2023-05-21,0
"408178 _ 1 _ 2024",2023-05-21,0
"408178 _ 2 _ 2023",2023-05-21,0
"408178 _ 2 _ 2024",2023-05-21,0
"408180 _ 1 _ 2023",2023-05-21,0
"408180 _ 1 _ 2024",2023-05-21,0
"9757 _ 1 _ 2023",2023-05-21,0
"9757 _ 1 _ 2024",2023-05-21,0
"10024 _ 1 _ 2023",2023-05-22,0
"10024 _ 1 _ 2024",2023-05-22,0
"10078 _ 1 _ 2023",2023-05-22,0
"10078 _ 1 _ 2024",2023-05-22,0
"10153 _ 1 _ 2023",2023-05-22,0
"10153 _ 1 _ 2024",2023-05-22,0
"10185 _ 1 _ 2023",2023-05-22,0
"10185 _ 1 _ 2024",2023-05-22,0
"10258 _ 1 _ 2023",2023-05-22,0
"10302 _ 1 _ 2023",2023-05-22,0
"10302 _ 1 _ 2024",2023-05-22,0
"10399 _ 1 _ 2023",2023-05-22,0
"10399 _ 1 _ 2024",2023-05-22,0
"10403 _ 1 _ 2023",2023-05-22,0
"10403 _ 1 _ 2024",2023-05-22,0
"10422 _ 1 _ 2023",2023-05-22,0
"10422 _ 1 _ 2024",2023-05-22,0
"10422 _ 2 _ 2024",2023-05-22,0
"10439 _ 1 _ 2023",2023-05-22,0
"10439 _ 1 _ 2024",2023-05-22,0
"10444 _ 1 _ 2023",2023-05-22,0
"10444 _ 1 _ 2024",2023-05-22,0
"10463 _ 1 _ 2024",2023-05-22,0
"10467 _ 1 _ 2023",2023-05-22,0
"10467 _ 1 _ 2024",2023-05-22,0
"10471 _ 1 _ 2024",2023-05-22,0
"10471 _ 2 _ 2024",2023-05-22,0
"10488 _ 1 _ 2023",2023-05-22,0
"10498 _ 1 _ 2023",2023-05-22,0
"10506 _ 1 _ 2023",2023-05-22,0
"10506 _ 1 _ 2024",2023-05-22,0
"10550 _ 1 _ 2023",2023-05-22,0
"10553 _ 1 _ 2023",2023-05-22,0
"10597 _ 1 _ 2023",2023-05-22,0
"10597 _ 1 _ 2024",2023-05-22,0
"10956 _ 1 _ 2023",2023-05-22,0
"10956 _ 1 _ 2024",2023-05-22,0
"10963 _ 1 _ 2023",2023-05-22,0
"10965 _ 1 _ 2023",2023-05-22,0
"10968 _ 1 _ 2023",2023-05-22,0
"10968 _ 1 _ 2024",2023-05-22,0
"11079 _ 1 _ 2023",2023-05-22,0
"11081 _ 1 _ 2024",2023-05-22,0
"11084 _ 1 _ 2024",2023-05-22,0
"12033 _ 1 _ 2023",2023-05-22,0
"12033 _ 1 _ 2024",2023-05-22,0
"12098 _ 1 _ 2023",2023-05-22,0
"12098 _ 1 _ 2024",2023-05-22,0
"12213 _ 1 _ 2023",2023-05-22,0
"12213 _ 1 _ 2024",2023-05-22,0
"12239 _ 1 _ 2023",2023-05-22,0
"12239 _ 1 _ 2024",2023-05-22,0
"12349 _ 1 _ 2023",2023-05-22,0
"12349 _ 1 _ 2024",2023-05-22,0
"12351 _ 1 _ 2023",2023-05-22,0
"12362 _ 1 _ 2023",2023-05-22,0
"12362 _ 1 _ 2024",2023-05-22,0
"12364 _ 1 _ 2023",2023-05-22,0
"12364 _ 1 _ 2024",2023-05-22,0
"12392 _ 1 _ 2023",2023-05-22,0
"12421 _ 1 _ 2023",2023-05-22,0
"12421 _ 1 _ 2024",2023-05-22,0
"12441 _ 1 _ 2023",2023-05-22,0
"12441 _ 1 _ 2024",2023-05-22,0
"12560 _ 1 _ 2023",2023-05-22,0
"12560 _ 1 _ 2024",2023-05-22,0
"12776 _ 1 _ 2024",2023-05-22,0
"12804 _ 1 _ 2023",2023-05-22,0
"12804 _ 1 _ 2024",2023-05-22,0
"12805 _ 1 _ 2023",2023-05-22,0
"12805 _ 1 _ 2024",2023-05-22,0
"12806 _ 1 _ 2024",2023-05-22,0
"13924 _ 1 _ 2023",2023-05-22,0
"13924 _ 1 _ 2024",2023-05-22,0
"15562 _ 1 _ 2023",2023-05-22,0
"15562 _ 1 _ 2024",2023-05-22,0
"16804 _ 1 _ 2023",2023-05-22,0
"20039 _ 1 _ 2023",2023-05-22,0
"20039 _ 1 _ 2024",2023-05-22,0
"20053 _ 1 _ 2023",2023-05-22,0
"20053 _ 1 _ 2024",2023-05-22,0
"20550 _ 1 _ 2023",2023-05-22,0
"20550 _ 1 _ 2024",2023-05-22,0
"20616 _ 1 _ 2023",2023-05-22,0
"20616 _ 1 _ 2024",2023-05-22,0
"20626 _ 1 _ 2024",2023-05-22,0
"21026 _ 1 _ 2023",2023-05-22,0
"21159 _ 1 _ 2023",2023-05-22,0
"25954 _ 1 _ 2023",2023-05-22,0
"29121 _ 1 _ 2023",2023-05-22,0
"29121 _ 1 _ 2024",2023-05-22,0
"29122 _ 1 _ 2023",2023-05-22,0
"29122 _ 1 _ 2024",2023-05-22,0
"29123 _ 1 _ 2023",2023-05-22,0
"29123 _ 1 _ 2024",2023-05-22,0
"29429 _ 1 _ 2023",2023-05-22,0
"29429 _ 1 _ 2024",2023-05-22,0
"29431 _ 1 _ 2023",2023-05-22,0
"29431 _ 1 _ 2024",2023-05-22,0
"29889 _ 1 _ 2023",2023-05-22,0
"29889 _ 1 _ 2024",2023-05-22,0
"33628 _ 1 _ 2023",2023-05-22,0
"33628 _ 1 _ 2024",2023-05-22,0
"33651 _ 1 _ 2023",2023-05-22,0.00920000020414591
"33651 _ 1 _ 2024",2023-05-22,0.00920000020414591
"33689 _ 1 _ 2023",2023-05-22,0
"33689 _ 1 _ 2024",2023-05-22,0
"33754 _ 1 _ 2023",2023-05-22,0
"33810 _ 1 _ 2023",2023-05-22,0
"33810 _ 1 _ 2024",2023-05-22,0
"34007 _ 1 _ 2023",2023-05-22,0.0842999964952469
"34007 _ 1 _ 2024",2023-05-22,0.0842999964952469
"34017 _ 1 _ 2023",2023-05-22,0
"34017 _ 1 _ 2024",2023-05-22,0
"408143 _ 1 _ 2023",2023-05-22,0
"408143 _ 1 _ 2024",2023-05-22,0
"408161 _ 1 _ 2023",2023-05-22,0
"408162 _ 1 _ 2023",2023-05-22,0
"408162 _ 1 _ 2024",2023-05-22,0
"408178 _ 1 _ 2023",2023-05-22,0.00920000020414591
"408178 _ 1 _ 2024",2023-05-22,0.00920000020414591
"408178 _ 2 _ 2023",2023-05-22,0.00920000020414591
"408178 _ 2 _ 2024",2023-05-22,0.00920000020414591
"408180 _ 1 _ 2023",2023-05-22,0.00920000020414591
"408180 _ 1 _ 2024",2023-05-22,0.00920000020414591
"9757 _ 1 _ 2023",2023-05-22,0
"9757 _ 1 _ 2024",2023-05-22,0
"10024 _ 1 _ 2023",2023-05-23,0
"10024 _ 1 _ 2024",2023-05-23,0
"10078 _ 1 _ 2023",2023-05-23,0
"10078 _ 1 _ 2024",2023-05-23,0
"10153 _ 1 _ 2023",2023-05-23,0
"10153 _ 1 _ 2024",2023-05-23,0
"10185 _ 1 _ 2023",2023-05-23,0
"10185 _ 1 _ 2024",2023-05-23,0
"10258 _ 1 _ 2023",2023-05-23,0
"10302 _ 1 _ 2023",2023-05-23,0
"10302 _ 1 _ 2024",2023-05-23,0
"10399 _ 1 _ 2023",2023-05-23,0
"10399 _ 1 _ 2024",2023-05-23,0
"10403 _ 1 _ 2023",2023-05-23,0
"10403 _ 1 _ 2024",2023-05-23,0
"10422 _ 1 _ 2023",2023-05-23,0
"10422 _ 1 _ 2024",2023-05-23,0
"10422 _ 2 _ 2024",2023-05-23,0
"10439 _ 1 _ 2023",2023-05-23,0
"10439 _ 1 _ 2024",2023-05-23,0
"10444 _ 1 _ 2023",2023-05-23,0
"10444 _ 1 _ 2024",2023-05-23,0
"10463 _ 1 _ 2024",2023-05-23,0
"10467 _ 1 _ 2023",2023-05-23,0
"10467 _ 1 _ 2024",2023-05-23,0
"10471 _ 1 _ 2024",2023-05-23,0
"10471 _ 2 _ 2024",2023-05-23,0
"10488 _ 1 _ 2023",2023-05-23,0
"10498 _ 1 _ 2023",2023-05-23,0
"10506 _ 1 _ 2023",2023-05-23,0
"10506 _ 1 _ 2024",2023-05-23,0
"10550 _ 1 _ 2023",2023-05-23,0
"10553 _ 1 _ 2023",2023-05-23,0
"10597 _ 1 _ 2023",2023-05-23,0
"10597 _ 1 _ 2024",2023-05-23,0
"10956 _ 1 _ 2023",2023-05-23,0
"10956 _ 1 _ 2024",2023-05-23,0
"10963 _ 1 _ 2023",2023-05-23,0
"10965 _ 1 _ 2023",2023-05-23,0
"10968 _ 1 _ 2023",2023-05-23,0
"10968 _ 1 _ 2024",2023-05-23,0
"11079 _ 1 _ 2023",2023-05-23,0
"11081 _ 1 _ 2024",2023-05-23,0
"11084 _ 1 _ 2024",2023-05-23,0
"12033 _ 1 _ 2023",2023-05-23,0
"12033 _ 1 _ 2024",2023-05-23,0
"12098 _ 1 _ 2023",2023-05-23,0
"12098 _ 1 _ 2024",2023-05-23,0
"12213 _ 1 _ 2023",2023-05-23,0
"12213 _ 1 _ 2024",2023-05-23,0
"12239 _ 1 _ 2023",2023-05-23,0
"12239 _ 1 _ 2024",2023-05-23,0
"12349 _ 1 _ 2023",2023-05-23,0
"12349 _ 1 _ 2024",2023-05-23,0
"12351 _ 1 _ 2023",2023-05-23,0
"12362 _ 1 _ 2023",2023-05-23,0
"12362 _ 1 _ 2024",2023-05-23,0
"12364 _ 1 _ 2023",2023-05-23,0
"12364 _ 1 _ 2024",2023-05-23,0
"12392 _ 1 _ 2023",2023-05-23,0
"12421 _ 1 _ 2023",2023-05-23,0
"12421 _ 1 _ 2024",2023-05-23,0
"12441 _ 1 _ 2023",2023-05-23,0
"12441 _ 1 _ 2024",2023-05-23,0
"12560 _ 1 _ 2023",2023-05-23,0
"12560 _ 1 _ 2024",2023-05-23,0
"12776 _ 1 _ 2024",2023-05-23,0
"12804 _ 1 _ 2023",2023-05-23,0
"12804 _ 1 _ 2024",2023-05-23,0
"12805 _ 1 _ 2023",2023-05-23,0
"12805 _ 1 _ 2024",2023-05-23,0
"12806 _ 1 _ 2024",2023-05-23,0
"13924 _ 1 _ 2023",2023-05-23,0
"13924 _ 1 _ 2024",2023-05-23,0
"15562 _ 1 _ 2023",2023-05-23,0
"15562 _ 1 _ 2024",2023-05-23,0
"16804 _ 1 _ 2023",2023-05-23,0
"20039 _ 1 _ 2023",2023-05-23,0
"20039 _ 1 _ 2024",2023-05-23,0
"20053 _ 1 _ 2023",2023-05-23,0
"20053 _ 1 _ 2024",2023-05-23,0
"20550 _ 1 _ 2023",2023-05-23,0
"20550 _ 1 _ 2024",2023-05-23,0
"20616 _ 1 _ 2023",2023-05-23,0
"20616 _ 1 _ 2024",2023-05-23,0
"20626 _ 1 _ 2024",2023-05-23,0
"21026 _ 1 _ 2023",2023-05-23,0
"21159 _ 1 _ 2023",2023-05-23,0
"25954 _ 1 _ 2023",2023-05-23,0
"29121 _ 1 _ 2023",2023-05-23,0
"29121 _ 1 _ 2024",2023-05-23,0
"29122 _ 1 _ 2023",2023-05-23,0
"29122 _ 1 _ 2024",2023-05-23,0
"29123 _ 1 _ 2023",2023-05-23,0
"29123 _ 1 _ 2024",2023-05-23,0
"29429 _ 1 _ 2023",2023-05-23,0
"29429 _ 1 _ 2024",2023-05-23,0
"29431 _ 1 _ 2023",2023-05-23,0
"29431 _ 1 _ 2024",2023-05-23,0
"29889 _ 1 _ 2023",2023-05-23,0
"29889 _ 1 _ 2024",2023-05-23,0
"33628 _ 1 _ 2023",2023-05-23,0
"33628 _ 1 _ 2024",2023-05-23,0
"33651 _ 1 _ 2023",2023-05-23,0
"33651 _ 1 _ 2024",2023-05-23,0
"33689 _ 1 _ 2023",2023-05-23,0
"33689 _ 1 _ 2024",2023-05-23,0
"33754 _ 1 _ 2023",2023-05-23,0
"33810 _ 1 _ 2023",2023-05-23,0
"33810 _ 1 _ 2024",2023-05-23,0
"34007 _ 1 _ 2023",2023-05-23,0
"34007 _ 1 _ 2024",2023-05-23,0
"34017 _ 1 _ 2023",2023-05-23,0
"34017 _ 1 _ 2024",2023-05-23,0
"408143 _ 1 _ 2023",2023-05-23,0
"408143 _ 1 _ 2024",2023-05-23,0
"408161 _ 1 _ 2023",2023-05-23,0
"408162 _ 1 _ 2023",2023-05-23,0
"408162 _ 1 _ 2024",2023-05-23,0
"408178 _ 1 _ 2023",2023-05-23,0
"408178 _ 1 _ 2024",2023-05-23,0
"408178 _ 2 _ 2023",2023-05-23,0
"408178 _ 2 _ 2024",2023-05-23,0
"408180 _ 1 _ 2023",2023-05-23,0
"408180 _ 1 _ 2024",2023-05-23,0
"9757 _ 1 _ 2023",2023-05-23,0
"9757 _ 1 _ 2024",2023-05-23,0
"10024 _ 1 _ 2023",2023-05-24,0
"10024 _ 1 _ 2024",2023-05-24,0
"10078 _ 1 _ 2023",2023-05-24,0
"10078 _ 1 _ 2024",2023-05-24,0
"10153 _ 1 _ 2023",2023-05-24,0
"10153 _ 1 _ 2024",2023-05-24,0
"10185 _ 1 _ 2023",2023-05-24,0
"10185 _ 1 _ 2024",2023-05-24,0
"10258 _ 1 _ 2023",2023-05-24,0
"10302 _ 1 _ 2023",2023-05-24,0
"10302 _ 1 _ 2024",2023-05-24,0
"10399 _ 1 _ 2023",2023-05-24,0
"10399 _ 1 _ 2024",2023-05-24,0
"10403 _ 1 _ 2023",2023-05-24,0
"10403 _ 1 _ 2024",2023-05-24,0
"10422 _ 1 _ 2023",2023-05-24,0
"10422 _ 1 _ 2024",2023-05-24,0
"10422 _ 2 _ 2024",2023-05-24,0
"10439 _ 1 _ 2023",2023-05-24,0
"10439 _ 1 _ 2024",2023-05-24,0
"10444 _ 1 _ 2023",2023-05-24,0
"10444 _ 1 _ 2024",2023-05-24,0
"10463 _ 1 _ 2024",2023-05-24,0
"10467 _ 1 _ 2023",2023-05-24,0
"10467 _ 1 _ 2024",2023-05-24,0
"10471 _ 1 _ 2024",2023-05-24,0
"10471 _ 2 _ 2024",2023-05-24,0
"10488 _ 1 _ 2023",2023-05-24,0
"10498 _ 1 _ 2023",2023-05-24,0
"10506 _ 1 _ 2023",2023-05-24,0
"10506 _ 1 _ 2024",2023-05-24,0
"10550 _ 1 _ 2023",2023-05-24,0
"10553 _ 1 _ 2023",2023-05-24,0
"10597 _ 1 _ 2023",2023-05-24,0
"10597 _ 1 _ 2024",2023-05-24,0
"10956 _ 1 _ 2023",2023-05-24,0
"10956 _ 1 _ 2024",2023-05-24,0
"10963 _ 1 _ 2023",2023-05-24,0
"10965 _ 1 _ 2023",2023-05-24,0
"10968 _ 1 _ 2023",2023-05-24,0
"10968 _ 1 _ 2024",2023-05-24,0
"11079 _ 1 _ 2023",2023-05-24,0
"11081 _ 1 _ 2024",2023-05-24,0
"11084 _ 1 _ 2024",2023-05-24,0
"12033 _ 1 _ 2023",2023-05-24,0
"12033 _ 1 _ 2024",2023-05-24,0
"12098 _ 1 _ 2023",2023-05-24,0
"12098 _ 1 _ 2024",2023-05-24,0
"12213 _ 1 _ 2023",2023-05-24,0
"12213 _ 1 _ 2024",2023-05-24,0
"12239 _ 1 _ 2023",2023-05-24,0
"12239 _ 1 _ 2024",2023-05-24,0
"12349 _ 1 _ 2023",2023-05-24,0
"12349 _ 1 _ 2024",2023-05-24,0
"12351 _ 1 _ 2023",2023-05-24,0
"12362 _ 1 _ 2023",2023-05-24,0
"12362 _ 1 _ 2024",2023-05-24,0
"12364 _ 1 _ 2023",2023-05-24,0
"12364 _ 1 _ 2024",2023-05-24,0
"12392 _ 1 _ 2023",2023-05-24,0
"12421 _ 1 _ 2023",2023-05-24,0
"12421 _ 1 _ 2024",2023-05-24,0
"12441 _ 1 _ 2023",2023-05-24,0
"12441 _ 1 _ 2024",2023-05-24,0
"12560 _ 1 _ 2023",2023-05-24,0
"12560 _ 1 _ 2024",2023-05-24,0
"12776 _ 1 _ 2024",2023-05-24,0
"12804 _ 1 _ 2023",2023-05-24,0
"12804 _ 1 _ 2024",2023-05-24,0
"12805 _ 1 _ 2023",2023-05-24,0
"12805 _ 1 _ 2024",2023-05-24,0
"12806 _ 1 _ 2024",2023-05-24,0
"13924 _ 1 _ 2023",2023-05-24,0
"13924 _ 1 _ 2024",2023-05-24,0
"15562 _ 1 _ 2023",2023-05-24,0
"15562 _ 1 _ 2024",2023-05-24,0
"16804 _ 1 _ 2023",2023-05-24,0
"20039 _ 1 _ 2023",2023-05-24,0
"20039 _ 1 _ 2024",2023-05-24,0
"20053 _ 1 _ 2023",2023-05-24,0
"20053 _ 1 _ 2024",2023-05-24,0
"20550 _ 1 _ 2023",2023-05-24,0
"20550 _ 1 _ 2024",2023-05-24,0
"20616 _ 1 _ 2023",2023-05-24,0
"20616 _ 1 _ 2024",2023-05-24,0
"20626 _ 1 _ 2024",2023-05-24,0
"21026 _ 1 _ 2023",2023-05-24,0
"21159 _ 1 _ 2023",2023-05-24,0
"25954 _ 1 _ 2023",2023-05-24,0
"29121 _ 1 _ 2023",2023-05-24,0
"29121 _ 1 _ 2024",2023-05-24,0
"29122 _ 1 _ 2023",2023-05-24,0
"29122 _ 1 _ 2024",2023-05-24,0
"29123 _ 1 _ 2023",2023-05-24,0
"29123 _ 1 _ 2024",2023-05-24,0
"29429 _ 1 _ 2023",2023-05-24,0
"29429 _ 1 _ 2024",2023-05-24,0
"29431 _ 1 _ 2023",2023-05-24,0
"29431 _ 1 _ 2024",2023-05-24,0
"29889 _ 1 _ 2023",2023-05-24,0
"29889 _ 1 _ 2024",2023-05-24,0
"33628 _ 1 _ 2023",2023-05-24,0
"33628 _ 1 _ 2024",2023-05-24,0
"33651 _ 1 _ 2023",2023-05-24,0
"33651 _ 1 _ 2024",2023-05-24,0
